student_id,competency_label,attainment_pct,subjects_evidencing,n_observations,classification,classification_basis,relative_position
STU0079,Data Structures and Algorithms,67.2,2,15,persistent gap,relative position,-1.77
STU0079,Technical Communication and Documentation,69.9,1,3,developing,relative position,0.92
STU0079,Industry Standards Application,70.0,1,2,proficient,relative position,1.0
STU0079,Project Management,69.0,1,1,developing,relative position,0.0
STU0080,Object-Oriented Design and Implementation,47.2,1,8,isolated gap,absolute floor,
STU0080,Data Structures and Algorithms,50.6,2,15,developing,insufficient data,
STU0080,Technical Communication and Documentation,48.5,1,3,isolated gap,absolute floor,
STU0080,Industry Standards Application,47.0,1,2,isolated gap,absolute floor,
STU0080,Project Management,47.0,1,1,isolated gap,absolute floor,
STU0081,Object-Oriented Design and Implementation,85.0,1,8,proficient,absolute ceiling,
STU0081,Data Structures and Algorithms,79.5,2,15,proficient,absolute ceiling,
STU0081,Technical Communication and Documentation,83.2,1,3,proficient,absolute ceiling,
STU0081,Industry Standards Application,83.5,1,2,proficient,absolute ceiling,
STU0081,Project Management,84.0,1,1,proficient,absolute ceiling,
STU0082,Object-Oriented Design and Implementation,62.0,1,8,developing,insufficient data,
STU0082,Data Structures and Algorithms,54.1,2,15,developing,insufficient data,
STU0082,Technical Communication and Documentation,56.5,1,3,developing,insufficient data,
STU0082,Industry Standards Application,57.0,1,2,developing,insufficient data,
STU0082,Project Management,57.0,1,1,developing,insufficient data,
STU0083,Object-Oriented Design and Implementation,49.2,1,8,isolated gap,absolute floor,
STU0083,Data Structures and Algorithms,53.9,2,15,developing,insufficient data,
STU0083,Technical Communication and Documentation,54.5,1,3,developing,insufficient data,
STU0083,Industry Standards Application,55.0,1,2,developing,insufficient data,
STU0083,Project Management,58.0,1,1,developing,insufficient data,
STU0084,Object-Oriented Design and Implementation,46.2,1,8,isolated gap,absolute floor,
STU0084,Data Structures and Algorithms,47.2,2,15,persistent gap,absolute floor,
STU0084,Technical Communication and Documentation,46.5,1,3,isolated gap,absolute floor,
STU0084,Industry Standards Application,47.0,1,2,isolated gap,absolute floor,
STU0084,Project Management,49.0,1,1,isolated gap,absolute floor,
STU0085,Object-Oriented Design and Implementation,66.1,1,8,proficient,insufficient data,
STU0085,Data Structures and Algorithms,62.5,2,15,developing,insufficient data,
STU0085,Technical Communication and Documentation,66.2,1,3,proficient,insufficient data,
STU0085,Industry Standards Application,66.5,1,2,proficient,insufficient data,
STU0085,Project Management,68.0,1,1,proficient,insufficient data,
STU0086,Object-Oriented Design and Implementation,84.7,1,8,proficient,absolute ceiling,
STU0086,Data Structures and Algorithms,78.6,2,15,proficient,absolute ceiling,
STU0086,Technical Communication and Documentation,79.2,1,3,proficient,absolute ceiling,
STU0086,Industry Standards Application,81.5,1,2,proficient,absolute ceiling,
STU0086,Project Management,83.0,1,1,proficient,absolute ceiling,
STU0087,Object-Oriented Design and Implementation,56.8,1,8,developing,insufficient data,
STU0087,Data Structures and Algorithms,59.0,2,15,developing,insufficient data,
STU0087,Technical Communication and Documentation,62.5,1,3,developing,insufficient data,
STU0087,Industry Standards Application,63.0,1,2,developing,insufficient data,
STU0087,Project Management,62.0,1,1,developing,insufficient data,
STU0088,Object-Oriented Design and Implementation,74.7,1,8,proficient,relative position,1.46
STU0088,Data Structures and Algorithms,74.0,2,15,proficient,relative position,1.0
STU0088,Technical Communication and Documentation,72.4,1,3,developing,relative position,0.0
STU0088,Industry Standards Application,71.5,1,2,developing,relative position,-0.55
STU0088,Project Management,70.0,1,1,isolated gap,relative position,-1.5
STU0089,Object-Oriented Design and Implementation,67.8,1,8,proficient,relative position,1.69
STU0089,Data Structures and Algorithms,63.7,2,15,persistent gap,relative position,-2.17
STU0089,Technical Communication and Documentation,67.1,1,3,proficient,relative position,1.0
STU0089,Industry Standards Application,66.0,1,2,developing,relative position,0.0
STU0089,Project Management,66.0,1,1,developing,relative position,0.0
STU0090,Object-Oriented Design and Implementation,67.2,1,8,developing,relative position,-0.8
STU0090,Data Structures and Algorithms,70.5,2,15,proficient,relative position,2.51
STU0090,Technical Communication and Documentation,66.4,1,3,isolated gap,relative position,-1.62
STU0090,Industry Standards Application,68.0,1,2,developing,relative position,0.0
STU0090,Project Management,69.0,1,1,proficient,relative position,1.0
STU0091,Object-Oriented Design and Implementation,78.3,1,8,proficient,absolute ceiling,
STU0091,Data Structures and Algorithms,80.6,2,15,proficient,absolute ceiling,
STU0091,Technical Communication and Documentation,79.7,1,3,proficient,absolute ceiling,
STU0091,Industry Standards Application,81.5,1,2,proficient,absolute ceiling,
STU0091,Project Management,83.0,1,1,proficient,absolute ceiling,
STU0092,Object-Oriented Design and Implementation,62.6,1,8,proficient,relative position,1.0
STU0092,Data Structures and Algorithms,61.4,2,15,developing,relative position,-0.08
STU0092,Technical Communication and Documentation,64.0,1,3,proficient,relative position,2.27
STU0092,Industry Standards Application,61.5,1,2,developing,relative position,0.0
STU0092,Project Management,59.0,1,1,isolated gap,relative position,-2.27
STU0093,Object-Oriented Design and Implementation,64.2,1,8,developing,insufficient data,
STU0093,Data Structures and Algorithms,64.4,2,15,developing,insufficient data,
STU0093,Technical Communication and Documentation,65.1,1,3,proficient,insufficient data,
STU0093,Industry Standards Application,65.5,1,2,proficient,insufficient data,
STU0093,Project Management,67.0,1,1,proficient,insufficient data,
STU0094,Object-Oriented Design and Implementation,66.4,1,8,proficient,relative position,1.63
STU0094,Data Structures and Algorithms,65.2,2,15,developing,relative position,0.83
STU0094,Technical Communication and Documentation,62.1,1,3,isolated gap,relative position,-1.28
STU0094,Industry Standards Application,62.5,1,2,isolated gap,relative position,-1.0
STU0094,Project Management,64.0,1,1,developing,relative position,0.0
STU0095,Object-Oriented Design and Implementation,58.1,1,8,isolated gap,relative position,-1.61
STU0095,Data Structures and Algorithms,60.8,2,15,developing,relative position,0.0
STU0095,Technical Communication and Documentation,60.5,1,3,developing,relative position,-0.16
STU0095,Industry Standards Application,62.5,1,2,proficient,relative position,1.0
STU0095,Project Management,64.0,1,1,proficient,relative position,1.89
STU0096,Object-Oriented Design and Implementation,56.4,1,8,developing,insufficient data,
STU0096,Data Structures and Algorithms,58.1,2,15,developing,insufficient data,
STU0096,Technical Communication and Documentation,56.8,1,3,developing,insufficient data,
STU0096,Industry Standards Application,56.5,1,2,developing,insufficient data,
STU0096,Project Management,57.0,1,1,developing,insufficient data,
STU0097,Object-Oriented Design and Implementation,73.3,1,8,proficient,insufficient data,
STU0097,Data Structures and Algorithms,75.3,2,15,proficient,absolute ceiling,
STU0097,Technical Communication and Documentation,76.5,1,3,proficient,absolute ceiling,
STU0097,Industry Standards Application,76.0,1,2,proficient,absolute ceiling,
STU0097,Project Management,77.0,1,1,proficient,absolute ceiling,
STU0098,Object-Oriented Design and Implementation,81.1,1,8,proficient,absolute ceiling,
STU0098,Data Structures and Algorithms,76.3,2,15,proficient,absolute ceiling,
STU0098,Technical Communication and Documentation,83.9,1,3,proficient,absolute ceiling,
STU0098,Industry Standards Application,82.5,1,2,proficient,absolute ceiling,
STU0098,Project Management,80.0,1,1,proficient,absolute ceiling,
STU0099,Object-Oriented Design and Implementation,62.5,1,8,proficient,relative position,1.21
STU0099,Data Structures and Algorithms,62.3,2,15,proficient,relative position,1.0
STU0099,Technical Communication and Documentation,58.8,1,3,isolated gap,relative position,-1.69
STU0099,Industry Standards Application,60.0,1,2,developing,relative position,-0.79
STU0099,Project Management,61.0,1,1,developing,relative position,0.0
STU0100,Object-Oriented Design and Implementation,58.8,1,8,developing,insufficient data,
STU0100,Data Structures and Algorithms,59.5,2,15,developing,insufficient data,
STU0100,Technical Communication and Documentation,58.0,1,3,developing,insufficient data,
STU0100,Industry Standards Application,57.5,1,2,developing,insufficient data,
STU0100,Project Management,57.0,1,1,developing,insufficient data,
STU0101,Object-Oriented Design and Implementation,63.6,1,8,developing,insufficient data,
STU0101,Data Structures and Algorithms,66.8,2,15,proficient,insufficient data,
STU0101,Technical Communication and Documentation,61.1,1,3,developing,insufficient data,
STU0101,Industry Standards Application,62.0,1,2,developing,insufficient data,
STU0101,Project Management,62.0,1,1,developing,insufficient data,
STU0102,Object-Oriented Design and Implementation,84.4,1,8,proficient,absolute ceiling,
STU0102,Data Structures and Algorithms,87.6,2,15,proficient,absolute ceiling,
STU0102,Technical Communication and Documentation,87.5,1,3,proficient,absolute ceiling,
STU0102,Industry Standards Application,87.0,1,2,proficient,absolute ceiling,
STU0102,Project Management,85.0,1,1,proficient,absolute ceiling,
STU0103,Object-Oriented Design and Implementation,76.8,1,8,proficient,absolute ceiling,
STU0103,Data Structures and Algorithms,77.6,2,15,proficient,absolute ceiling,
STU0103,Technical Communication and Documentation,73.6,1,3,proficient,insufficient data,
STU0103,Industry Standards Application,74.5,1,2,proficient,insufficient data,
STU0103,Project Management,74.0,1,1,proficient,insufficient data,
STU0104,Object-Oriented Design and Implementation,78.8,1,8,proficient,absolute ceiling,
STU0104,Data Structures and Algorithms,74.9,2,15,proficient,insufficient data,
STU0104,Technical Communication and Documentation,77.0,1,3,proficient,absolute ceiling,
STU0104,Industry Standards Application,77.5,1,2,proficient,absolute ceiling,
STU0104,Project Management,78.0,1,1,proficient,absolute ceiling,
STU0105,Object-Oriented Design and Implementation,68.9,1,8,proficient,insufficient data,
STU0105,Data Structures and Algorithms,71.6,2,15,proficient,insufficient data,
STU0105,Technical Communication and Documentation,69.6,1,3,proficient,insufficient data,
STU0105,Industry Standards Application,68.5,1,2,proficient,insufficient data,
STU0105,Project Management,68.0,1,1,proficient,insufficient data,
STU0106,Object-Oriented Design and Implementation,74.9,1,8,proficient,insufficient data,
STU0106,Data Structures and Algorithms,78.0,2,15,proficient,absolute ceiling,
STU0106,Technical Communication and Documentation,81.2,1,3,proficient,absolute ceiling,
STU0106,Industry Standards Application,81.5,1,2,proficient,absolute ceiling,
STU0106,Project Management,81.0,1,1,proficient,absolute ceiling,
STU0107,Object-Oriented Design and Implementation,84.4,1,8,proficient,absolute ceiling,
STU0107,Data Structures and Algorithms,88.8,2,15,proficient,absolute ceiling,
STU0107,Technical Communication and Documentation,85.8,1,3,proficient,absolute ceiling,
STU0107,Industry Standards Application,87.0,1,2,proficient,absolute ceiling,
STU0107,Project Management,89.0,1,1,proficient,absolute ceiling,
STU0108,Object-Oriented Design and Implementation,51.7,1,8,developing,insufficient data,
STU0108,Data Structures and Algorithms,51.2,2,15,developing,insufficient data,
STU0108,Technical Communication and Documentation,53.8,1,3,developing,insufficient data,
STU0108,Industry Standards Application,53.0,1,2,developing,insufficient data,
STU0108,Project Management,51.0,1,1,developing,insufficient data,
STU0109,Object-Oriented Design and Implementation,68.5,1,8,proficient,insufficient data,
STU0109,Data Structures and Algorithms,68.2,2,15,proficient,insufficient data,
STU0109,Technical Communication and Documentation,70.7,1,3,proficient,insufficient data,
STU0109,Industry Standards Application,69.0,1,2,proficient,insufficient data,
STU0109,Project Management,67.0,1,1,proficient,insufficient data,
STU0110,Object-Oriented Design and Implementation,66.5,1,8,proficient,insufficient data,
STU0110,Data Structures and Algorithms,65.4,2,15,proficient,insufficient data,
STU0110,Technical Communication and Documentation,65.4,1,3,proficient,insufficient data,
STU0110,Industry Standards Application,65.5,1,2,proficient,insufficient data,
STU0110,Project Management,65.0,1,1,proficient,insufficient data,
STU0111,Object-Oriented Design and Implementation,69.3,1,8,proficient,relative position,2.21
STU0111,Data Structures and Algorithms,71.1,2,15,proficient,relative position,3.41
STU0111,Technical Communication and Documentation,65.3,1,3,developing,relative position,-0.46
STU0111,Industry Standards Application,64.5,1,2,isolated gap,relative position,-1.0
STU0111,Project Management,66.0,1,1,developing,relative position,0.0
STU0112,Object-Oriented Design and Implementation,83.0,1,8,proficient,absolute ceiling,
STU0112,Data Structures and Algorithms,79.0,2,15,proficient,absolute ceiling,
STU0112,Technical Communication and Documentation,77.2,1,3,proficient,absolute ceiling,
STU0112,Industry Standards Application,76.5,1,2,proficient,absolute ceiling,
STU0112,Project Management,78.0,1,1,proficient,absolute ceiling,
STU0113,Object-Oriented Design and Implementation,82.0,1,8,proficient,absolute ceiling,
STU0113,Data Structures and Algorithms,80.8,2,15,proficient,absolute ceiling,
STU0113,Technical Communication and Documentation,85.5,1,3,proficient,absolute ceiling,
STU0113,Industry Standards Application,84.5,1,2,proficient,absolute ceiling,
STU0113,Project Management,85.0,1,1,proficient,absolute ceiling,
STU0114,Object-Oriented Design and Implementation,67.9,1,8,proficient,insufficient data,
STU0114,Data Structures and Algorithms,69.1,2,15,proficient,insufficient data,
STU0114,Technical Communication and Documentation,67.0,1,3,proficient,insufficient data,
STU0114,Industry Standards Application,66.5,1,2,proficient,insufficient data,
STU0114,Project Management,66.0,1,1,proficient,insufficient data,
STU0115,Object-Oriented Design and Implementation,57.7,1,8,proficient,relative position,1.01
STU0115,Data Structures and Algorithms,56.9,2,15,developing,relative position,0.57
STU0115,Technical Communication and Documentation,55.8,1,3,developing,relative position,0.0
STU0115,Industry Standards Application,54.0,1,2,isolated gap,relative position,-1.0
STU0115,Project Management,54.0,1,1,isolated gap,relative position,-1.0
STU0116,Object-Oriented Design and Implementation,70.3,1,8,proficient,insufficient data,
STU0116,Data Structures and Algorithms,67.4,2,15,proficient,insufficient data,
STU0116,Technical Communication and Documentation,70.3,1,3,proficient,insufficient data,
STU0116,Industry Standards Application,70.0,1,2,proficient,insufficient data,
STU0116,Project Management,70.0,1,1,proficient,insufficient data,
STU0117,Object-Oriented Design and Implementation,74.4,1,8,proficient,insufficient data,
STU0117,Data Structures and Algorithms,74.4,2,15,proficient,insufficient data,
STU0117,Technical Communication and Documentation,70.2,1,3,proficient,insufficient data,
STU0117,Industry Standards Application,72.0,1,2,proficient,insufficient data,
STU0117,Project Management,75.0,1,1,proficient,absolute ceiling,
STU0118,Object-Oriented Design and Implementation,52.8,1,8,developing,insufficient data,
STU0118,Data Structures and Algorithms,57.2,2,15,developing,insufficient data,
STU0118,Technical Communication and Documentation,53.2,1,3,developing,insufficient data,
STU0118,Industry Standards Application,53.5,1,2,developing,insufficient data,
STU0118,Project Management,55.0,1,1,developing,insufficient data,
STU0119,Object-Oriented Design and Implementation,92.7,1,8,proficient,absolute ceiling,
STU0119,Data Structures and Algorithms,89.2,2,15,proficient,absolute ceiling,
STU0119,Technical Communication and Documentation,92.7,1,3,proficient,absolute ceiling,
STU0119,Industry Standards Application,91.0,1,2,proficient,absolute ceiling,
STU0119,Project Management,89.0,1,1,proficient,absolute ceiling,
STU0120,Object-Oriented Design and Implementation,87.1,1,8,proficient,absolute ceiling,
STU0120,Data Structures and Algorithms,88.4,2,15,proficient,absolute ceiling,
STU0120,Technical Communication and Documentation,89.5,1,3,proficient,absolute ceiling,
STU0120,Industry Standards Application,90.0,1,2,proficient,absolute ceiling,
STU0120,Project Management,91.0,1,1,proficient,absolute ceiling,
STU0121,Object-Oriented Design and Implementation,63.8,1,8,isolated gap,relative position,-1.0
STU0121,Data Structures and Algorithms,65.1,2,15,developing,relative position,0.08
STU0121,Technical Communication and Documentation,67.3,1,3,proficient,relative position,1.89
STU0121,Industry Standards Application,65.0,1,2,developing,relative position,0.0
STU0121,Project Management,63.0,1,1,isolated gap,relative position,-1.64
STU0122,Object-Oriented Design and Implementation,70.3,1,8,proficient,relative position,1.22
STU0122,Data Structures and Algorithms,69.0,2,15,developing,relative position,0.0
STU0122,Technical Communication and Documentation,70.4,1,3,proficient,relative position,1.31
STU0122,Industry Standards Application,68.5,1,2,developing,relative position,-0.52
STU0122,Project Management,68.0,1,1,isolated gap,relative position,-1.0
STU0123,Object-Oriented Design and Implementation,64.6,1,8,isolated gap,relative position,-3.36
STU0123,Data Structures and Algorithms,69.0,2,15,persistent gap,relative position,-1.07
STU0123,Technical Communication and Documentation,71.1,1,3,developing,relative position,0.0
STU0123,Industry Standards Application,72.5,1,2,developing,relative position,0.74
STU0123,Project Management,73.0,1,1,proficient,relative position,1.0
STU0124,Object-Oriented Design and Implementation,63.1,1,8,developing,insufficient data,
STU0124,Data Structures and Algorithms,61.9,2,15,developing,insufficient data,
STU0124,Technical Communication and Documentation,63.9,1,3,developing,insufficient data,
STU0124,Industry Standards Application,63.0,1,2,developing,insufficient data,
STU0124,Project Management,61.0,1,1,developing,insufficient data,
STU0125,Object-Oriented Design and Implementation,69.6,1,8,proficient,relative position,1.35
STU0125,Data Structures and Algorithms,67.8,2,15,developing,relative position,0.0
STU0125,Technical Communication and Documentation,69.2,1,3,proficient,relative position,1.0
STU0125,Industry Standards Application,66.5,1,2,developing,relative position,-0.99
STU0125,Project Management,66.0,1,1,isolated gap,relative position,-1.37
STU0126,Object-Oriented Design and Implementation,50.9,1,8,isolated gap,relative position,-1.54
STU0126,Data Structures and Algorithms,52.6,2,15,developing,relative position,-0.69
STU0126,Technical Communication and Documentation,56.5,1,3,proficient,relative position,1.23
STU0126,Industry Standards Application,56.0,1,2,proficient,relative position,1.0
STU0126,Project Management,54.0,1,1,developing,relative position,0.0
STU0127,Object-Oriented Design and Implementation,79.8,1,8,proficient,absolute ceiling,
STU0127,Data Structures and Algorithms,82.2,2,15,proficient,absolute ceiling,
STU0127,Technical Communication and Documentation,84.9,1,3,proficient,absolute ceiling,
STU0127,Industry Standards Application,86.0,1,2,proficient,absolute ceiling,
STU0127,Project Management,86.0,1,1,proficient,absolute ceiling,
STU0128,Object-Oriented Design and Implementation,61.8,1,8,developing,insufficient data,
STU0128,Data Structures and Algorithms,64.8,2,15,developing,insufficient data,
STU0128,Technical Communication and Documentation,66.3,1,3,proficient,insufficient data,
STU0128,Industry Standards Application,66.5,1,2,proficient,insufficient data,
STU0128,Project Management,67.0,1,1,proficient,insufficient data,
STU0129,Object-Oriented Design and Implementation,73.9,1,8,isolated gap,relative position,-1.05
STU0129,Data Structures and Algorithms,72.9,2,15,persistent gap,relative position,-1.33
STU0129,Technical Communication and Documentation,77.5,1,3,proficient,absolute ceiling,
STU0129,Industry Standards Application,79.5,1,2,proficient,absolute ceiling,
STU0129,Project Management,81.0,1,1,proficient,absolute ceiling,
STU0130,Object-Oriented Design and Implementation,48.2,1,8,isolated gap,absolute floor,
STU0130,Data Structures and Algorithms,45.8,2,15,persistent gap,absolute floor,
STU0130,Technical Communication and Documentation,48.4,1,3,isolated gap,absolute floor,
STU0130,Industry Standards Application,48.5,1,2,isolated gap,absolute floor,
STU0130,Project Management,48.0,1,1,isolated gap,absolute floor,
STU0131,Object-Oriented Design and Implementation,62.6,1,8,developing,insufficient data,
STU0131,Data Structures and Algorithms,60.5,2,15,developing,insufficient data,
STU0131,Technical Communication and Documentation,63.8,1,3,developing,insufficient data,
STU0131,Industry Standards Application,63.0,1,2,developing,insufficient data,
STU0131,Project Management,62.0,1,1,developing,insufficient data,
STU0132,Object-Oriented Design and Implementation,64.9,1,8,developing,insufficient data,
STU0132,Data Structures and Algorithms,62.4,2,15,developing,insufficient data,
STU0132,Technical Communication and Documentation,64.7,1,3,developing,insufficient data,
STU0132,Industry Standards Application,65.0,1,2,proficient,insufficient data,
STU0132,Project Management,65.0,1,1,proficient,insufficient data,
STU0133,Object-Oriented Design and Implementation,85.6,1,8,proficient,absolute ceiling,
STU0133,Data Structures and Algorithms,83.9,2,15,proficient,absolute ceiling,
STU0133,Technical Communication and Documentation,85.2,1,3,proficient,absolute ceiling,
STU0133,Industry Standards Application,84.5,1,2,proficient,absolute ceiling,
STU0133,Project Management,83.0,1,1,proficient,absolute ceiling,
STU0134,Object-Oriented Design and Implementation,59.7,1,8,developing,insufficient data,
STU0134,Data Structures and Algorithms,60.8,2,15,developing,insufficient data,
STU0134,Technical Communication and Documentation,59.4,1,3,developing,insufficient data,
STU0134,Industry Standards Application,60.5,1,2,developing,insufficient data,
STU0134,Project Management,61.0,1,1,developing,insufficient data,
STU0135,Object-Oriented Design and Implementation,62.3,1,8,proficient,relative position,3.29
STU0135,Data Structures and Algorithms,56.5,2,15,persistent gap,relative position,-2.54
STU0135,Technical Communication and Documentation,59.6,1,3,developing,relative position,0.62
STU0135,Industry Standards Application,58.0,1,2,isolated gap,relative position,-1.0
STU0135,Project Management,59.0,1,1,developing,relative position,0.0
STU0136,Object-Oriented Design and Implementation,48.1,1,8,isolated gap,absolute floor,
STU0136,Data Structures and Algorithms,48.3,2,15,persistent gap,absolute floor,
STU0136,Technical Communication and Documentation,46.4,1,3,isolated gap,absolute floor,
STU0136,Industry Standards Application,45.5,1,2,isolated gap,absolute floor,
STU0136,Project Management,46.0,1,1,isolated gap,absolute floor,
STU0137,Object-Oriented Design and Implementation,91.1,1,8,proficient,absolute ceiling,
STU0137,Data Structures and Algorithms,89.0,2,15,proficient,absolute ceiling,
STU0137,Technical Communication and Documentation,91.8,1,3,proficient,absolute ceiling,
STU0137,Industry Standards Application,90.0,1,2,proficient,absolute ceiling,
STU0137,Project Management,90.0,1,1,proficient,absolute ceiling,
STU0138,Object-Oriented Design and Implementation,71.2,1,8,proficient,relative position,2.79
STU0138,Data Structures and Algorithms,66.9,2,15,persistent gap,relative position,-1.0
STU0138,Technical Communication and Documentation,68.0,1,3,developing,relative position,0.0
STU0138,Industry Standards Application,68.0,1,2,developing,relative position,0.0
STU0138,Project Management,70.0,1,1,proficient,relative position,1.75
STU0139,Object-Oriented Design and Implementation,60.2,1,8,isolated gap,relative position,-1.0
STU0139,Data Structures and Algorithms,60.0,2,15,persistent gap,relative position,-1.09
STU0139,Technical Communication and Documentation,62.2,1,3,developing,relative position,0.0
STU0139,Industry Standards Application,63.5,1,2,developing,relative position,0.69
STU0139,Project Management,65.0,1,1,proficient,relative position,1.46
STU0140,Object-Oriented Design and Implementation,55.0,1,8,isolated gap,relative position,-2.29
STU0140,Data Structures and Algorithms,54.9,2,15,persistent gap,relative position,-2.32
STU0140,Technical Communication and Documentation,57.8,1,3,developing,relative position,0.0
STU0140,Industry Standards Application,59.0,1,2,proficient,relative position,1.0
STU0140,Project Management,59.0,1,1,proficient,relative position,1.0
STU0141,Object-Oriented Design and Implementation,65.4,1,8,developing,relative position,0.15
STU0141,Data Structures and Algorithms,66.5,2,15,proficient,relative position,1.0
STU0141,Technical Communication and Documentation,65.2,1,3,developing,relative position,0.0
STU0141,Industry Standards Application,63.0,1,2,isolated gap,relative position,-1.61
STU0141,Project Management,61.0,1,1,isolated gap,relative position,-3.11
STU0142,Object-Oriented Design and Implementation,66.1,1,8,proficient,insufficient data,
STU0142,Data Structures and Algorithms,68.6,2,15,proficient,insufficient data,
STU0142,Technical Communication and Documentation,68.5,1,3,proficient,insufficient data,
STU0142,Industry Standards Application,67.0,1,2,proficient,insufficient data,
STU0142,Project Management,66.0,1,1,proficient,insufficient data,
STU0143,Object-Oriented Design and Implementation,66.6,1,8,isolated gap,relative position,-2.5
STU0143,Data Structures and Algorithms,67.3,2,15,persistent gap,relative position,-2.17
STU0143,Technical Communication and Documentation,72.2,1,3,developing,relative position,0.0
STU0143,Industry Standards Application,74.5,1,2,proficient,relative position,1.0
STU0143,Project Management,74.0,1,1,developing,relative position,0.78
STU0144,Object-Oriented Design and Implementation,73.5,1,8,isolated gap,relative position,-1.93
STU0144,Data Structures and Algorithms,74.6,2,15,persistent gap,relative position,-1.18
STU0144,Technical Communication and Documentation,76.5,1,3,proficient,absolute ceiling,
STU0144,Industry Standards Application,78.0,1,2,proficient,absolute ceiling,
STU0144,Project Management,78.0,1,1,proficient,absolute ceiling,
STU0145,Object-Oriented Design and Implementation,66.3,1,8,proficient,relative position,1.0
STU0145,Data Structures and Algorithms,70.2,2,15,proficient,relative position,2.67
STU0145,Technical Communication and Documentation,61.1,1,3,isolated gap,relative position,-1.25
STU0145,Industry Standards Application,63.0,1,2,developing,relative position,-0.43
STU0145,Project Management,64.0,1,1,developing,relative position,0.0
STU0146,Object-Oriented Design and Implementation,90.1,1,8,proficient,absolute ceiling,
STU0146,Data Structures and Algorithms,93.3,2,15,proficient,absolute ceiling,
STU0146,Technical Communication and Documentation,92.0,1,3,proficient,absolute ceiling,
STU0146,Industry Standards Application,93.0,1,2,proficient,absolute ceiling,
STU0146,Project Management,94.0,1,1,proficient,absolute ceiling,
STU0147,Object-Oriented Design and Implementation,84.7,1,8,proficient,absolute ceiling,
STU0147,Data Structures and Algorithms,86.3,2,15,proficient,absolute ceiling,
STU0147,Technical Communication and Documentation,85.1,1,3,proficient,absolute ceiling,
STU0147,Industry Standards Application,82.5,1,2,proficient,absolute ceiling,
STU0147,Project Management,81.0,1,1,proficient,absolute ceiling,
STU0148,Object-Oriented Design and Implementation,77.2,1,8,proficient,absolute ceiling,
STU0148,Data Structures and Algorithms,73.0,2,15,persistent gap,relative position,-1.76
STU0148,Technical Communication and Documentation,74.3,1,3,isolated gap,relative position,-1.0
STU0148,Industry Standards Application,76.0,1,2,proficient,absolute ceiling,
STU0148,Project Management,78.0,1,1,proficient,absolute ceiling,
STU0149,Object-Oriented Design and Implementation,64.3,1,8,isolated gap,relative position,-1.0
STU0149,Data Structures and Algorithms,69.3,2,15,proficient,relative position,1.26
STU0149,Technical Communication and Documentation,67.6,1,3,developing,relative position,0.5
STU0149,Industry Standards Application,66.5,1,2,developing,relative position,0.0
STU0149,Project Management,64.0,1,1,isolated gap,relative position,-1.13
STU0150,Object-Oriented Design and Implementation,86.2,1,8,proficient,absolute ceiling,
STU0150,Data Structures and Algorithms,85.9,2,15,proficient,absolute ceiling,
STU0150,Technical Communication and Documentation,85.5,1,3,proficient,absolute ceiling,
STU0150,Industry Standards Application,84.5,1,2,proficient,absolute ceiling,
STU0150,Project Management,85.0,1,1,proficient,absolute ceiling,
